,time,time_numeric,web_response,throughput,apdex,error,web_responce_labels,thoughput_labels,apdex_labels,error_labels
24,2024-04-15T23:56:00,28812956,0.00893784404605743,3430.5,0.9990526162367,0.000145751348199971,0,0,0,0
25,2024-04-15T23:57:00,28812957,0.00834859285411665,3540.5,0.999646942522243,0,0,0,0,0
26,2024-04-15T23:58:00,28812958,0.00851844694444445,3600,0.999861111111111,0,0,0,0,0
27,2024-04-15T23:59:00,28812959,0.043631357922365,3619.5,0.976239812128747,0.0178201409034397,0,0,1,1
28,2024-04-16T00:00:00,28812960,0.0424978418248873,3660.5,0.976301051768884,0.0177571370031416,0,0,1,1
29,2024-04-16T00:01:00,28812961,0.00936785279187817,3743,0.999799625968474,0.000133582687683676,0,0,0,0
30,2024-04-16T00:02:00,28812962,0.0145738786809608,3684.5,0.999728592753427,0.000135703623286742,0,0,0,0
31,2024-04-16T00:03:00,28812963,0.0124035818561001,3836,0.999739311783107,0.000130344108446298,0,0,0,0
32,2024-04-16T00:04:00,28812964,0.00764374177610194,3845.5,1,0,0,0,0,0
33,2024-04-16T00:05:00,28812965,0.0107829162983425,3620,0.999516574585635,0.000276243093922652,0,0,0,0
34,2024-04-16T00:06:00,28812966,0.0130625681191395,3626,0.998896856039713,0.000275785990071704,0,0,0,0
35,2024-04-16T00:07:00,28812967,0.00949253389370933,3688,0.999118763557484,0.00027114967462039,0,0,0,0
36,2024-04-16T00:08:00,28812968,0.00684727326599327,3712.5,0.99973063973064,0.000269360269360269,0,0,0,0
37,2024-04-16T00:09:00,28812969,0.00704795869003941,3679.5,0.999932055985868,0,0,0,0,0
38,2024-04-16T00:10:00,28812970,0.00759101977837004,3564.5,0.999579183616215,0.000280544255856361,0,0,0,0
39,2024-04-16T00:11:00,28812971,0.00753111780258519,3404,0.999412455934195,0.000440658049353702,0,0,0,0
40,2024-04-16T00:12:00,28812972,0.00861819114990969,3322,0.999623720650211,0.000301023479831427,0,0,0,0
41,2024-04-16T00:13:00,28812973,0.00844113974970203,3356,0.999776519666269,0.000148986889153754,0,0,0,0
42,2024-04-16T00:14:00,28812974,0.00677286594256807,3360.5,0.99955363785151,0.000297574765659872,0,0,0,0
43,2024-04-16T00:15:00,28812975,0.00666483774038462,3328,0.999624399038462,0.000300480769230769,0,0,0,0
44,2024-04-16T00:16:00,28812976,0.00663215610624722,3369.5,1,0,0,0,0,0
45,2024-04-16T00:17:00,28812977,0.00670492778119238,3254,1,0,0,0,0,0
46,2024-04-16T00:18:00,28812978,0.0066427417027417,3118.5,1,0,0,0,0,0
47,2024-04-16T00:19:00,28812979,0.00698507091172214,3109.5,0.999919601222061,0,0,0,0,0
48,2024-04-16T00:20:00,28812980,0.00843978862047044,3146,0.999284806102988,0.000158931977113795,0,0,0,0
49,2024-04-16T00:21:00,28812981,0.00911699351163159,3159.5,0.998971356227251,0.000158252888115208,0,0,0,0
50,2024-04-16T00:22:00,28812982,0.00847775222096592,3095.5,0.999353900823776,0,0,0,0,0
51,2024-04-16T00:23:00,28812983,0.00770275682878081,3002,0.99975016655563,0,0,0,0,0
52,2024-04-16T00:24:00,28812984,0.00705707854471268,2941,0.999744984699082,0.000170010200612037,0,0,0,0
53,2024-04-16T00:25:00,28812985,0.00725604666212534,2936,0.999489100817439,0.000170299727520436,0,0,0,0
54,2024-04-16T00:26:00,28812986,0.00750393972982335,2887,0.999567024593003,0,0,0,0,0
55,2024-04-16T00:27:00,28812987,0.00676598725663717,2825,0.999823008849558,0,0,0,0,0
56,2024-04-16T00:28:00,28812988,0.00614549609729534,2754.5,1,0,0,0,0,0
57,2024-04-16T00:29:00,28812989,0.00615928145265888,2698.5,1,0,0,0,0,0
58,2024-04-16T00:30:00,28812990,0.00630547313237221,2670.5,1,0,0,0,0,0
59,2024-04-16T00:31:00,28812991,0.00639722213798332,2638,0.999810462471569,0.000189537528430629,0,0,0,0
60,2024-04-16T00:32:00,28812992,0.00694015156017831,2692,0.999535661218425,0.000185735512630015,0,0,0,0
61,2024-04-16T00:33:00,28812993,0.00688834620264637,2758.5,0.999728113104948,0,0,0,0,0
62,2024-04-16T00:34:00,28812994,0.00638603877103146,2734,1,0,0,0,0,0
63,2024-04-16T00:35:00,28812995,0.00635703841157914,2694.5,0.999814436815736,0.000185563184264242,0,0,0,0
64,2024-04-16T00:36:00,28812996,0.00782977085972851,2762.5,0.999366515837104,0.000180995475113122,0,0,0,0
65,2024-04-16T00:37:00,28812997,0.00855951705661725,2799.5,0.999374888372924,0,0,0,0,0
66,2024-04-16T00:38:00,28812998,0.00845423257506824,2747.5,0.998999090081893,0.000181983621474067,0,0,0,0
67,2024-04-16T00:39:00,28812999,0.00962057969965623,2763.5,0.998371630179121,0.000180929980097702,0,0,0,0
68,2024-04-16T00:40:00,28813000,0.0100268875614898,2846,0.998506676036543,0,0,0,0,0
69,2024-04-16T00:41:00,28813001,0.0091687963832377,2875.5,0.998782820379065,0,0,0,0,0
70,2024-04-16T00:42:00,28813002,0.00896452105917896,2813.5,0.998667140572241,0.000177714590367869,0,0,0,0
71,2024-04-16T00:43:00,28813003,0.00894733405483406,2772,0.998647186147186,0.00018037518037518,0,0,0,0
72,2024-04-16T00:44:00,28813004,0.00924360050936875,2748.5,0.998362743314535,0,0,0,0,0
73,2024-04-16T00:45:00,28813005,0.0101239827213823,2778,0.998110151187905,0,0,0,0,0
74,2024-04-16T00:46:00,28813006,0.00892998680109991,2727.5,0.998625114573786,0,0,0,0,0
75,2024-04-16T00:47:00,28813007,0.00755110564180235,2641,0.998958727754638,0,0,0,0,0
76,2024-04-16T00:48:00,28813008,0.00657335735963581,2636,0.999525796661608,0,0,0,0,0
77,2024-04-16T00:49:00,28813009,0.00582852198852772,2615,1,0,0,0,0,0
78,2024-04-16T00:50:00,28813010,0.00589220338316286,2542,0.999901652242329,0,0,0,0,0
79,2024-04-16T00:51:00,28813011,0.00582797706900146,2398.5,0.999895768188451,0,0,0,0,0
80,2024-04-16T00:52:00,28813012,0.00551599394332684,2311.5,1,0,0,0,0,0
81,2024-04-16T00:53:00,28813013,0.0051885818807833,2323.5,0.999784807402625,0.00021519259737465,0,0,0,0
82,2024-04-16T00:54:00,28813014,0.00563848725328947,2432,0.999794407894737,0.000205592105263158,0,0,0,0
83,2024-04-16T00:55:00,28813015,0.00604804873137334,2483,1,0,0,0,0,0
84,2024-04-16T00:56:00,28813016,0.00635516956432808,2444.5,0.999795459194109,0.000204540805890775,0,0,0,0
85,2024-04-16T00:57:00,28813017,0.00772139951768489,2488,0.999497588424437,0.00020096463022508,0,0,0,0
86,2024-04-16T00:58:00,28813018,0.00754881983603279,2500.5,0.999500099980004,0.0001999600079984,0,0,0,0
87,2024-04-16T00:59:00,28813019,0.00677428746677571,2445.5,0.999488857084441,0.000204457166223676,0,0,0,0
88,2024-04-16T01:00:00,28813020,0.00728605037468776,2402,0.999479600333056,0,0,0,0,0
89,2024-04-16T01:01:00,28813021,0.00676046891354406,2388.5,0.999790663596399,0,0,0,0,0
90,2024-04-16T01:02:00,28813022,0.00648063005181347,2412.5,0.999896373056995,0,0,0,0,0
91,2024-04-16T01:03:00,28813023,0.00672909113149847,2452.5,0.999898063200816,0,0,0,0,0
92,2024-04-16T01:04:00,28813024,0.00637645716622368,2445.5,1,0,0,0,0,0
93,2024-04-16T01:05:00,28813025,0.00613452664840952,2373.5,0.999789340636191,0.000210659363808721,0,0,0,0
94,2024-04-16T01:06:00,28813026,0.00652215137614679,2398,0.999687239366138,0.000208507089241034,0,0,0,0
95,2024-04-16T01:07:00,28813027,0.00641053307163886,2547.5,0.999803729146222,0,0,0,0,0
96,2024-04-16T01:08:00,28813028,0.00622566069386199,2623,0.999809378574152,0,0,0,0,0
97,2024-04-16T01:09:00,28813029,0.00639578110826267,2535.5,0.99990140011832,0,0,0,0,0
98,2024-04-16T01:10:00,28813030,0.00678142243338153,2420.5,0.99958686221855,0.000206568890725057,0,0,0,0
99,2024-04-16T01:11:00,28813031,0.00682593023255814,2408,0.999584717607973,0.000207641196013289,0,0,0,0
100,2024-04-16T01:12:00,28813032,0.00650577916331456,2486,0.99989943684634,0,0,0,0,0
101,2024-04-16T01:13:00,28813033,0.00668763360881543,2541,0.999803227075954,0,0,0,0,0
102,2024-04-16T01:14:00,28813034,0.00637302732894474,2506.5,0.999900259325753,0,0,0,0,0
103,2024-04-16T01:15:00,28813035,0.0062256961414791,2488,0.999899517684887,0,0,0,0,0
104,2024-04-16T01:16:00,28813036,0.00632615814143061,2453.5,0.999796209496638,0,0,0,0,0
105,2024-04-16T01:17:00,28813037,0.00590333844842285,2346,0.999893435635124,0,0,0,0,0
106,2024-04-16T01:18:00,28813038,0.00568976183206107,2292.5,1,0,0,0,0,0
107,2024-04-16T01:19:00,28813039,0.00582027266853328,2321.5,1,0,0,0,0,0
108,2024-04-16T01:20:00,28813040,0.00576630532392559,2338.5,1,0,0,0,0,0
109,2024-04-16T01:21:00,28813041,0.00569336610608021,2319,1,0,0,0,0,0
110,2024-04-16T01:22:00,28813042,0.00571646340924165,2261.5,0.999889453902277,0,0,0,0,0
111,2024-04-16T01:23:00,28813043,0.00576483042789223,2208.5,0.999773601992302,0,0,0,0,0
112,2024-04-16T01:24:00,28813044,0.00587603157650337,2153.5,0.999883909914093,0,0,0,0,0
113,2024-04-16T01:25:00,28813045,0.00586451841292469,2104.5,0.99976241387503,0.000237586124970302,0,0,0,0
114,2024-04-16T01:26:00,28813046,0.00674983983189353,2141.5,0.999533037590474,0.000233481204763017,0,0,0,0
115,2024-04-16T01:27:00,28813047,0.00653647002724796,2202,0.999772933696639,0,0,0,0,0
116,2024-04-16T01:28:00,28813048,0.00563769545859305,2246,1,0,0,0,0,0
117,2024-04-16T01:29:00,28813049,0.00578045131755248,2239,1,0,0,0,0,0
118,2024-04-16T01:30:00,28813050,0.00601103652251849,2231.5,1,0,0,0,0,0
119,2024-04-16T01:31:00,28813051,0.00628104778839742,2249.5,1,0,0,0,0,0
120,2024-04-16T01:32:00,28813052,0.00603808264830038,2250.5,1,0,0,0,0,0
121,2024-04-16T01:33:00,28813053,0.00568698380035026,2284,1,0,0,0,0,0
122,2024-04-16T01:34:00,28813054,0.00562946416902636,2295.5,1,0,0,0,0,0
123,2024-04-16T01:35:00,28813055,0.00586890795072788,2232.5,0.999888017917133,0,0,0,0,0
124,2024-04-16T01:36:00,28813056,0.00607279770318021,2264,0.998564487632509,0.00132508833922261,0,0,0,0
125,2024-04-16T01:37:00,28813057,0.00628162732919255,2254,0.998669032830524,0.00133096716947649,0,0,0,0
126,2024-04-16T01:38:00,28813058,0.00631624328703704,2160,1,0,0,0,0,0
127,2024-04-16T01:39:00,28813059,0.00626595135510771,2158.5,1,0,0,0,0,0
128,2024-04-16T01:40:00,28813060,0.00614723195156032,2147,1,0,0,0,0,0
129,2024-04-16T01:41:00,28813061,0.00630354767496477,2129,0.999882573978394,0,0,0,0,0
130,2024-04-16T01:42:00,28813062,0.00671328097091825,2183.5,0.999771009846577,0,0,0,0,0
131,2024-04-16T01:43:00,28813063,0.00685023601637108,2199,0.998976807639836,0.00045475216007276,0,0,0,0
132,2024-04-16T01:44:00,28813064,0.0082047140549273,2166.5,0.998384491114701,0.000461573967228248,0,0,0,0
133,2024-04-16T01:45:00,28813065,0.00845413969571231,2169,0.998847395112955,0,0,0,0,0
134,2024-04-16T01:46:00,28813066,0.00739676150821189,2161.5,0.99942169789498,0,0,0,0,0
135,2024-04-16T01:47:00,28813067,0.00773637054191755,2159,0.999421028253821,0,0,0,0,0
136,2024-04-16T01:48:00,28813068,0.00827273249714937,2192.5,0.998973774230331,0,0,0,0,0
137,2024-04-16T01:49:00,28813069,0.00776140272328641,2166.5,0.999076852065544,0,0,0,0,0
138,2024-04-16T01:50:00,28813070,0.00643321632653061,2205,0.999659863945578,0,0,0,0,0
139,2024-04-16T01:51:00,28813071,0.00597609767849321,2283,1,0,0,0,0,0
140,2024-04-16T01:52:00,28813072,0.00617529150622877,2207.5,1,0,0,0,0,0
141,2024-04-16T01:53:00,28813073,0.00621809401908308,2148.5,1,0,0,0,0,0
142,2024-04-16T01:54:00,28813074,0.00638480489526947,2124.5,1,0,0,0,0,0
143,2024-04-16T01:55:00,28813075,0.00648331993456415,2139.5,1,0,0,0,0,0
144,2024-04-16T01:56:00,28813076,0.00687090553306343,2223,1,0,0,0,0,0
145,2024-04-16T01:57:00,28813077,0.00677853391931485,2218.5,1,0,0,0,0,0
146,2024-04-16T01:58:00,28813078,0.00674145144960884,2173,0.999884951679705,0,0,0,0,0
147,2024-04-16T01:59:00,28813079,0.00772064267589389,2167.5,0.999423298731257,0,0,0,0,0
148,2024-04-16T02:00:00,28813080,0.00709205604790419,2087.5,0.99940119760479,0,0,0,0,0
149,2024-04-16T02:01:00,28813081,0.0054710116078044,2024.5,0.99987651271919,0,0,0,0,0
150,2024-04-16T02:02:00,28813082,0.00516003515721713,2019.5,1,0,0,0,0,0
151,2024-04-16T02:03:00,28813083,0.00545411591355599,2036,1,0,0,0,0,0
152,2024-04-16T02:04:00,28813084,0.00564125870766274,2081.5,1,0,0,0,0,0
153,2024-04-16T02:05:00,28813085,0.00565557383357383,2079,0.9997594997595,0.000240500240500241,0,0,0,0
154,2024-04-16T02:06:00,28813086,0.00564268589586898,2045.5,0.999755560987534,0.00024443901246639,0,0,0,0
155,2024-04-16T02:07:00,28813087,0.00562388565697091,1994,1,0,0,0,0,0
156,2024-04-16T02:08:00,28813088,0.00574970594210259,1969,0.999873031995937,0,0,0,0,0
157,2024-04-16T02:09:00,28813089,0.00603242097340692,1993,0.999874560963372,0,0,0,0,0
158,2024-04-16T02:10:00,28813090,0.00628029845626072,2040.5,0.999387405047782,0.000490075961774075,0,0,0,0
159,2024-04-16T02:11:00,28813091,0.0063865823215153,2059,0.999392909179213,0.000485672656629432,0,0,0,0
160,2024-04-16T02:12:00,28813092,0.00602041384425216,2022.5,1,0,0,0,0,0
161,2024-04-16T02:13:00,28813093,0.00581030746634027,2042.5,0.999632802937577,0.000244798041615667,0,0,0,0
162,2024-04-16T02:14:00,28813094,0.00588587145282561,2061.5,0.999636187242299,0.000242541838467136,0,0,0,0
163,2024-04-16T02:15:00,28813095,0.00697192967789525,2033.5,0.99938529628719,0,0,0,0,0
164,2024-04-16T02:16:00,28813096,0.00773960261569416,1988,0.99874245472837,0,0,0,0,0
165,2024-04-16T02:17:00,28813097,0.00716129328531001,1943.5,0.999228196552611,0,0,0,0,0
166,2024-04-16T02:18:00,28813098,0.00712830737809548,1958.5,0.99936175644626,0,0,0,0,0
167,2024-04-16T02:19:00,28813099,0.00718029054224464,1982.5,0.998991172761665,0,0,0,0,0
168,2024-04-16T02:20:00,28813100,0.00639377246753247,1925,0.999350649350649,0,0,0,0,0
169,2024-04-16T02:21:00,28813101,0.00522229010514964,1854.5,0.999865192774333,0,0,0,0,0
170,2024-04-16T02:22:00,28813102,0.00477562821213778,1829,1,0,0,0,0,0
171,2024-04-16T02:23:00,28813103,0.00466601617852162,1792.5,1,0,0,0,0,0
172,2024-04-16T02:24:00,28813104,0.00454236146943354,1783,1,0,0,0,0,0
173,2024-04-16T02:25:00,28813105,0.00483748017867113,1791,1,0,0,0,0,0
174,2024-04-16T02:26:00,28813106,0.00506979151447036,1779.5,1,0,0,0,0,0
175,2024-04-16T02:27:00,28813107,0.00503830220855465,1788.5,1,0,0,0,0,0
176,2024-04-16T02:28:00,28813108,0.00509113095890411,1825,1,0,0,0,0,0
177,2024-04-16T02:29:00,28813109,0.00519419539614561,1868,1,0,0,0,0,0
178,2024-04-16T02:30:00,28813110,0.00574955726813713,1881.5,1,0,0,0,0,0
179,2024-04-16T02:31:00,28813111,0.00604945927301672,1884.5,0.999602016449987,0.000265322366675511,0,0,0,0
180,2024-04-16T02:32:00,28813112,0.00556286935613145,1871.5,0.999599251936949,0.000267165375367352,0,0,0,0
181,2024-04-16T02:33:00,28813113,0.00523434998649744,1851.5,1,0,0,0,0,0
182,2024-04-16T02:34:00,28813114,0.00542937213689033,1855.5,1,0,0,0,0,0
183,2024-04-16T02:35:00,28813115,0.00555630256948086,1907,1,0,0,0,0,0
184,2024-04-16T02:36:00,28813116,0.00527302439664218,1906,1,0,0,0,0,0
185,2024-04-16T02:37:00,28813117,0.00491657680763984,1832.5,1,0,0,0,0,0
186,2024-04-16T02:38:00,28813118,0.00480089133502681,1771.5,1,0,0,0,0,0
187,2024-04-16T02:39:00,28813119,0.0047667374715262,1756,1,0,0,0,0,0
188,2024-04-16T02:40:00,28813120,0.00479431937025583,1778.5,1,0,0,0,0,0
189,2024-04-16T02:41:00,28813121,0.00501850180605724,1799.5,1,0,0,0,0,0
190,2024-04-16T02:42:00,28813122,0.00509168775677897,1825.5,1,0,0,0,0,0
191,2024-04-16T02:43:00,28813123,0.00500106818181818,1848,1,0,0,0,0,0
192,2024-04-16T02:44:00,28813124,0.00562198866396761,1852.5,0.999595141700405,0,0,0,0,0
193,2024-04-16T02:45:00,28813125,0.00596928723972237,1873,0.999466097170315,0,0,0,0,0
194,2024-04-16T02:46:00,28813126,0.00572219092827004,1896,0.999604430379747,0,0,0,0,0
195,2024-04-16T02:47:00,28813127,0.00544588095238095,1890,0.99973544973545,0,0,0,0,0
196,2024-04-16T02:48:00,28813128,0.0058490165833114,1899.5,1,0,0,0,0,0
197,2024-04-16T02:49:00,28813129,0.00745374627659574,1880,1,0,0,0,0,0
198,2024-04-16T02:50:00,28813130,0.00864997367684122,1785.5,0.999719966395967,0.000280033604032484,0,0,0,0
199,2024-04-16T02:51:00,28813131,0.00939499695375242,1805.5,0.999723068402105,0.00027693159789532,0,0,0,0
200,2024-04-16T02:52:00,28813132,0.00846507704612103,1875.5,1,0,0,0,0,0
201,2024-04-16T02:53:00,28813133,0.00682631424694708,1842.5,1,0,0,0,0,0
202,2024-04-16T02:54:00,28813134,0.00650402837465565,1815,1,0,0,0,0,0
203,2024-04-16T02:55:00,28813135,0.00622857675438597,1824,1,0,0,0,0,0
204,2024-04-16T02:56:00,28813136,0.00625649172450614,1873,1,0,0,0,0,0
205,2024-04-16T02:57:00,28813137,0.00681077751633987,1912.5,1,0,0,0,0,0
206,2024-04-16T02:58:00,28813138,0.00728124325726141,1928,1,0,0,0,0,0
207,2024-04-16T02:59:00,28813139,0.00758270275952694,1902.5,0.999868593955322,0,0,0,0,0
208,2024-04-16T03:00:00,28813140,0.0205540483143085,1883.5,0.999070878683302,0,0,0,0,0
209,2024-04-16T03:01:00,28813141,0.020807364116095,1895,0.999208443271768,0,0,0,0,0
210,2024-04-16T03:02:00,28813142,0.00826275802209364,1901,1,0,0,0,0,0
211,2024-04-16T03:03:00,28813143,0.00809450810245687,1913,1,0,0,0,0,0
212,2024-04-16T03:04:00,28813144,0.00857350656167979,1905,1,0,0,0,0,0
213,2024-04-16T03:05:00,28813145,0.00972875253333333,1875,1,0,0,0,0,0
214,2024-04-16T03:06:00,28813146,0.00889656309105647,1850.5,0.999729802756012,0.000270197243988111,0,0,0,0
215,2024-04-16T03:07:00,28813147,0.00784426079913607,1852,0.999730021598272,0.000269978401727862,0,0,0,0
216,2024-04-16T03:08:00,28813148,0.00854813787638669,1893,1,0,0,0,0,0
217,2024-04-16T03:09:00,28813149,0.00805369902657196,1900.5,1,0,0,0,0,0
218,2024-04-16T03:10:00,28813150,0.00727544076331831,1886.5,1,0,0,0,0,0
219,2024-04-16T03:11:00,28813151,0.00750209528879425,1878.5,1,0,0,0,0,0
220,2024-04-16T03:12:00,28813152,0.0080321962244084,1880.5,1,0,0,0,0,0
221,2024-04-16T03:13:00,28813153,0.0095459973439575,1882.5,1,0,0,0,0,0
222,2024-04-16T03:14:00,28813154,0.0164297776601376,1889,0.999470619375331,0,0,0,0,0
223,2024-04-16T03:15:00,28813155,0.0169494844538932,1881.5,0.999202763752325,0,0,0,0,0
224,2024-04-16T03:16:00,28813156,0.0112937857726901,1834.5,0.999727446170619,0,0,0,0,0
225,2024-04-16T03:17:00,28813157,0.0110458894664843,1827.5,0.999726402188783,0.00027359781121751,0,0,0,0
226,2024-04-16T03:18:00,28813158,0.0110248154136351,1855.5,0.999730530854217,0.000269469145782808,0,0,0,0
227,2024-04-16T03:19:00,28813159,0.00934294151738672,1898,1,0,0,0,0,0
228,2024-04-16T03:20:00,28813160,0.00789401480698043,1891,1,0,0,0,0,0
229,2024-04-16T03:21:00,28813161,0.00767798185214839,1873.5,1,0,0,0,0,0
230,2024-04-16T03:22:00,28813162,0.00801714493927125,1852.5,0.999730094466937,0,0,0,0,0
231,2024-04-16T03:23:00,28813163,0.0091822576419214,1832,0.999044759825327,0,0,0,0,0
232,2024-04-16T03:24:00,28813164,0.00905864916979111,1867,0.999330476700589,0,0,0,0,0
233,2024-04-16T03:25:00,28813165,0.00770440794417606,1863,1,0,0,0,0,0
234,2024-04-16T03:26:00,28813166,0.00716169711799891,1839,1,0,0,0,0,0
235,2024-04-16T03:27:00,28813167,0.00743035159944367,1797.5,1,0,0,0,0,0
236,2024-04-16T03:28:00,28813168,0.00742426309662398,1718,1,0,0,0,0,0
237,2024-04-16T03:29:00,28813169,0.00688628086878905,1680.5,1,0,0,0,0,0
238,2024-04-16T03:30:00,28813170,0.0065974047761194,1675,1,0,0,0,0,0
239,2024-04-16T03:31:00,28813171,0.00655868016676593,1679,1,0,0,0,0,0
240,2024-04-16T03:32:00,28813172,0.00675473934763444,1701.5,1,0,0,0,0,0
241,2024-04-16T03:33:00,28813173,0.0071241963190184,1711.5,1,0,0,0,0,0
242,2024-04-16T03:34:00,28813174,0.0073740202874049,1774.5,1,0,0,0,0,0
243,2024-04-16T03:35:00,28813175,0.00718361221166893,1842.5,1,0,0,0,0,0
244,2024-04-16T03:36:00,28813176,0.00807096800656276,1828.5,0.99972655181843,0,0,0,0,0
245,2024-04-16T03:37:00,28813177,0.00936895124593716,1846,0.999729144095341,0,0,0,0,0
246,2024-04-16T03:38:00,28813178,0.010226706009162,1855.5,1,0,0,0,0,0
247,2024-04-16T03:39:00,28813179,0.0110815953031131,1831,1,0,0,0,0,0
248,2024-04-16T03:40:00,28813180,0.0111877922506183,1819.5,1,0,0,0,0,0
249,2024-04-16T03:41:00,28813181,0.0115606983255559,1821.5,1,0,0,0,0,0
250,2024-04-16T03:42:00,28813182,0.0150498313057583,1849.5,0.99918896999189,0,0,0,0,0
251,2024-04-16T03:43:00,28813183,0.0160713738896366,1857.5,0.99878869448183,0,0,0,0,0
252,2024-04-16T03:44:00,28813184,0.0115940832185175,1814.5,0.9993111049876,0.000275558004960044,0,0,0,0
253,2024-04-16T03:45:00,28813185,0.00876335178970917,1788,0.999720357941834,0.000279642058165548,0,0,0,0
254,2024-04-16T03:46:00,28813186,0.00807774629370629,1787.5,1,0,0,0,0,0
255,2024-04-16T03:47:00,28813187,0.00780957542208691,1806.5,1,0,0,0,0,0
256,2024-04-16T03:48:00,28813188,0.0085325350353069,1841,1,0,0,0,0,0
257,2024-04-16T03:49:00,28813189,0.00954771874145007,1827.5,0.999863201094391,0,0,0,0,0
258,2024-04-16T03:50:00,28813190,0.009666484519283,1841,0.999864204236828,0,0,0,0,0
259,2024-04-16T03:51:00,28813191,0.00861508537570698,1856.5,0.999865338001616,0,0,0,0,0
260,2024-04-16T03:52:00,28813192,0.00841014014839242,1819.5,0.999587798845837,0,0,0,0,0
261,2024-04-16T03:53:00,28813193,0.00918210112359551,1780,0.999297752808989,0,0,0,0,0
262,2024-04-16T03:54:00,28813194,0.00969658106575964,1764,0.999291383219955,0,0,0,0,0
263,2024-04-16T03:55:00,28813195,0.00929966873239437,1775,0.999577464788732,0,0,0,0,0
264,2024-04-16T03:56:00,28813196,0.00792593089776267,1765.5,0.999575191163976,0,0,0,0,0
265,2024-04-16T03:57:00,28813197,0.0072883643187067,1732,0.999566974595843,0,0,0,0,0
266,2024-04-16T03:58:00,28813198,0.00667119787359716,1693,0.999852333136444,0,0,0,0,0
267,2024-04-16T03:59:00,28813199,0.00631626284348865,1674,1,0,0,0,0,0
268,2024-04-16T04:00:00,28813200,0.0062927465214761,1653,1,0,0,0,0,0
269,2024-04-16T04:01:00,28813201,0.00616618413855971,1645.5,1,0,0,0,0,0
270,2024-04-16T04:02:00,28813202,0.00617160485781991,1688,1,0,0,0,0,0
271,2024-04-16T04:03:00,28813203,0.00599408434090239,1695.5,0.99985255086995,0,0,0,0,0
272,2024-04-16T04:04:00,28813204,0.00549961997635934,1692,0.999556737588652,0.000295508274231678,0,0,0,0
273,2024-04-16T04:05:00,28813205,0.00486537223219629,1671,0.999700777977259,0.000299222022740874,0,0,0,0
274,2024-04-16T04:06:00,28813206,0.00485403559577677,1657.5,0.999698340874811,0.000301659125188537,0,0,0,0
275,2024-04-16T04:07:00,28813207,0.0053701714801444,1662,0.999699157641396,0.000300842358604091,0,0,0,0
276,2024-04-16T04:08:00,28813208,0.00524920567804289,1655.5,1,0,0,0,0,0
277,2024-04-16T04:09:00,28813209,0.00498004420549582,1674,1,0,0,0,0,0
278,2024-04-16T04:10:00,28813210,0.00530040153755175,1691,1,0,0,0,0,0
